run,type,module,name,attrname,attrvalue,vectime,vecvalue
bothTestSameTim-500-20221223-16:33:28-16116,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.035620343226 0.071223534794 0.106885742326 0.142020933894 0.177665141426 0.213232332994 0.248444540526 0.283903732094 0.319556939626 0.354737131194 0.390444338726 0.426002530294 0.461322737826 0.496916929394 0.532543136926 0.567687328494 0.603376536026 0.638916727594 0.674254935126 0.709750126694 0.745403334226 0.780592525794 0.816281733326 0.851821924894 0.887106132426 0.922592323994 0.958245531526 0.993389723094 1","33688614.18281 33704843.50281 33649066.702425 34153791.297183 33666059.174487 33738958.492288 34079090.295872 33841719.084282 33657560.793737 34110104.195439 33606660.473928 33747498.033053 33974885.309289 33713365.780692 33683068.817307 34145044.926646 33623610.132672 33764590.089617 33957579.736136 33807396.072257 33657560.793737 34101380.183205 33623610.132672 33764590.089617 34009549.425524 33815970.296517 33657560.793737 34145044.926646 32676392.089406"
bothTestSameTim-501-20221223-16:33:28-6624,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03535427937 0.071079486902 0.10661067847 0.141876886002 0.17745307757 0.213070285102 0.24822347667 0.283948684202 0.31957887577 0.354863083302 0.39040327487 0.426038482402 0.46118267397 0.496853881502 0.53243907307 0.567732280602 0.60328147217 0.638979679702 0.67411487127 0.709732078802 0.74529027037 0.780511477902 0.81606066947 0.851749877002 0.88683106857 0.922457276102 0.95793446767 0.993200675202 1","33942142.829201 33589727.895216 33773142.61199 34026908.022677 33730423.272157 33691580.085886 34136303.03464 33589727.895216 33679302.501358 34009549.425524 33764590.089617 33674561.847926 34145044.926646 33640576.897306 33721892.369384 34000876.766782 33756041.897735 33615133.166681 34153791.297183 33691580.085886 33747498.033053 34070382.138652 33756041.897735 33623610.132672 34206363.762587 33683068.817307 33824548.871066 34026908.022677 33532741.378536"
bothTestSameTim-510-20221223-16:33:31-5644,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03533627937 0.071025486902 0.10656567847 0.141840886002 0.17746207757 0.213142285102 0.24826847667 0.283903684202 0.31938987577 0.354737083302 0.39029527487 0.426083482402 0.46114667397 0.496835881502 0.53234907307 0.567624280602 0.60314647217 0.638862679702 0.67401587127 0.709813078802 0.74527227037 0.780538477902 0.81605166947 0.851731877002 0.88692106857 0.922610276102 0.95810546767 0.993443675202 1","33959432.667911 33623610.132672 33764590.089617 34018226.509693 33687811.866406 33632091.375135 34162542.149693 33674561.847926 33815970.296517 33948933.558999 33747498.033053 33530598.002904 34223923.902443 33623610.132672 33790260.661373 34018226.509693 33781699.468144 33598192.051182 34136303.03464 33522167.865393 33841719.084282 34026908.022677 33790260.661373 33632091.375135 34101380.183205 33623610.132672 33807396.072257 33957579.736136 32945286.67431"
bothTestSameTim-511-20221223-16:33:31-12600,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03542627937 0.071142486902 0.10666467847 0.141939886002 0.17753407757 0.213304285102 0.24845747667 0.284200684202 0.31975887577 0.355052083302 0.39052927487 0.426191482402 0.46135367397 0.497060881502 0.53262807307 0.567903280602 0.60346147217 0.639132679702 0.67426787127 0.709930078802 0.74548827037 0.780808477902 0.81636666947 0.852046877002 0.88721806857 0.922907276102 0.95849246767 0.993812675202 1","33873159.172797 33598192.051182 33781699.468144 34018226.509693 33713365.780692 33547471.004368 34136303.03464 33572812.370733 33747498.033053 34000876.766782 33824548.871066 33649066.702425 34127565.617727 33606660.473928 33738958.492288 34018226.509693 33747498.033053 33640576.897306 34153791.297183 33649066.702425 33747498.033053 33974885.309289 33747498.033053 33632091.375135 34118832.672471 33623610.132672 33721892.369384 33974885.309289 32970630.548754"
bothTestSameTim-512-20221223-16:33:32-11704,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.036007391118 0.07132759865 0.106849790218 0.14259299775 0.177701189318 0.21339039685 0.248858588418 0.28409779595 0.319682987518 0.35542619505 0.390597386618 0.42622359415 0.461745785718 0.49700299325 0.532480184818 0.56812439235 0.603304583918 0.63899379145 0.674605983018 0.70987219055 0.745421382118 0.78115558965 0.816236781218 0.85191698875 0.887448180318 0.92274138785 0.958272579418 0.99395278695 1","33326491.110324 33974885.309289 33781699.468144 33572812.370733 34180057.314424 33623610.132672 33833131.799216 34052979.168453 33721892.369384 33572812.370733 34118832.672471 33683068.817307 33781699.468144 34035593.967868 33824548.871066 33666059.174487 34110104.195439 33623610.132672 33696325.53247 34026908.022677 33756041.897735 33581268.002807 34206363.762587 33632091.375135 33773142.61199 34000876.766782 33773142.61199 33632091.375135 33734548.181662"
bothTestSameTim-513-20221223-16:33:32-8140,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03544427937 0.071133486902 0.10669167847 0.141993886002 0.17757007757 0.213259285102 0.24843947667 0.284173684202 0.31970487577 0.354989083302 0.39055627487 0.426263482402 0.46134467397 0.497087881502 0.53258307307 0.567894280602 0.60344347217 0.639132679702 0.67434887127 0.710074078802 0.74555127037 0.780844477902 0.81639366947 0.852037877002 0.88715506857 0.922817276102 0.95839346767 0.993704675202 1","33855957.049466 33623610.132672 33747498.033053 33992208.530083 33730423.272157 33623610.132672 34110104.195439 33581268.002807 33773142.61199 34009549.425524 33738958.492288 33606660.473928 34206363.762587 33572812.370733 33807396.072257 33983544.712044 33756041.897735 33623610.132672 34075234.901051 33589727.895216 33824548.871066 34000876.766782 33756041.897735 33666059.174487 34171297.487624 33649066.702425 33730423.272157 33983544.712044 32404999.987421"
bothTestSameTim-514-20221223-16:33:32-4044,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.035647343226 0.071124534794 0.106822742326 0.141984933894 0.177701141426 0.213223332994 0.248552540526 0.284065732094 0.319745939626 0.354908131194 0.390543338726 0.426128530294 0.461412737826 0.496952929394 0.532714136926 0.567885328494 0.603583536026 0.639213727594 0.674488935126 0.710029126694 0.745700334226 0.780781525794 0.816416733326 0.851893924894 0.887088132426 0.922619323994 0.958218531526 0.993362723094 1","33663097.762774 33824548.871066 33615133.166681 34127565.617727 33598192.051182 33781699.468144 33966230.318443 33790260.661373 33632091.375135 34127565.617727 33674561.847926 33721892.369384 34009549.425524 33764590.089617 33555913.874726 34118832.672471 33615133.166681 33679302.501358 34018226.509693 33764590.089617 33640576.897306 34206363.762587 33674561.847926 33824548.871066 34096519.971615 33773142.61199 33708615.533684 34145044.926646 32543466.704657"
bothTestSameTim-515-20221223-16:33:32-2496,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03547127937 0.071169486902 0.10662867847 0.141975886002 0.17756107757 0.213250285102 0.24838547667 0.284128684202 0.31966887577 0.355025083302 0.39055627487 0.426326482402 0.46140767397 0.496997881502 0.53252007307 0.567822280602 0.60330847217 0.638979679702 0.67409687127 0.709768078802 0.74531727037 0.780538477902 0.81608766947 0.851839877002 0.88699306857 0.922700276102 0.95817746767 0.993497675202 1","33830186.599215 33615133.166681 33841719.084282 33948933.558999 33721892.369384 33623610.132672 34153791.297183 33572812.370733 33764590.089617 33940291.783668 33773142.61199 33547471.004368 34206363.762587 33717139.719431 33781699.468144 33992208.530083 33815970.296517 33640576.897306 34171297.487624 33640576.897306 33756041.897735 34070382.138652 33756041.897735 33564360.995777 34136303.03464 33606660.473928 33824548.871066 33974885.309289 33218888.122359"
bothTestSameTim-516-20221223-16:33:34-15352,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03545327937 0.071205486902 0.10679967847 0.142101886002 0.17762407757 0.213268285102 0.24843047667 0.284200684202 0.31964187577 0.354953083302 0.39051127487 0.426218482402 0.46130867397 0.496979881502 0.53246607307 0.567741280602 0.60326347217 0.638988679702 0.67420487127 0.709858078802 0.74537127037 0.780673477902 0.81614166947 0.851749877002 0.88689406857 0.922565276102 0.95815046767 0.993344675202 1","33847362.538074 33564360.995777 33713365.780692 33992208.530083 33781699.468144 33666059.174487 34127565.617727 33547471.004368 33858906.738437 33983544.712044 33747498.033053 33606660.473928 34197590.448447 33640576.897306 33815970.296517 34018226.509693 33781699.468144 33589727.895216 34075234.901051 33657560.793737 33790260.661373 33992208.530083 33833131.799216 33700095.656924 34145044.926646 33640576.897306 33721892.369384 34096519.971615 34258282.941881"
bothTestSameTim-517-20221223-16:33:34-5248,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.035656343226 0.071187534794 0.106930742326 0.142065933894 0.177782141426 0.213304332994 0.248642540526 0.284119732094 0.319844939626 0.354971131194 0.390687338726 0.426254530294 0.461520737826 0.496988929394 0.532696136926 0.567822328494 0.603556536026 0.639150727594 0.674389935126 0.709849126694 0.745475334226 0.780727525794 0.816362733326 0.851956924894 0.887295132426 0.922790323994 0.958443531526 0.993524723094 1","33654600.876878 33773142.61199 33572812.370733 34153791.297183 33598192.051182 33781699.468144 33957579.736136 33824548.871066 33589727.895216 34162542.149693 33598192.051182 33738958.492288 34026908.022677 33833131.799216 33606660.473928 34162542.149693 33581268.002807 33713365.780692 34052979.168453 33841719.084282 33683068.817307 34040436.824623 33674561.847926 33713365.780692 33957579.736136 33807396.072257 33657560.793737 34206363.762587 33357646.805784"
