run,type,module,name,attrname,attrvalue,vectime,vecvalue
bothTestSameTim-584-20221223-17:51:30-16732,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038173285102 0.076805562222 0.115311839342 0.153872116462 0.192450393582 0.231010670702 0.269471947822 0.308050224942 0.346592502062 0.385107779182 0.423596056302 0.462156333422 0.500698610542 0.539240887662 0.577765164782 0.616289441902 0.654822719022 0.693427996142 0.732024273262 0.770539550382 0.809099827502 0.847624104622 0.886220381742 0.924852658862 0.963421935982 1","31435596.826251 31062108.927013 31163750.166248 31120108.298641 31105588.159558 31120108.298641 31200212.001697 31105588.159558 31134642.000104 31156468.023357 31178324.669057 31120108.298641 31134642.000104 31134642.000104 31149189.282958 31149189.282958 31141913.942668 31083833.338897 31091081.563879 31156468.023357 31120108.298641 31149189.282958 31091081.563879 31062108.927013 31112846.534988 31166220.263571"
bothTestSameTim-525-20221223-17:51:15-11136,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038137285102 0.076643562222 0.115266839342 0.153881116462 0.192396393582 0.230947670702 0.269453947822 0.308059224942 0.346583502062 0.385071779182 0.423596056302 0.462111333422 0.500698610542 0.539294887662 0.577810164782 0.616343441902 0.654903719022 0.693400996142 0.731970273262 0.770485550382 0.809036827502 0.847597104622 0.886175381742 0.924771658862 0.963394935982 1","31465270.713176 31163750.166248 31069347.022825 31076588.492666 31156468.023357 31127373.452888 31163750.166248 31083833.338897 31149189.282958 31178324.669057 31149189.282958 31156468.023357 31098333.169977 31091081.563879 31156468.023357 31141913.942668 31120108.298641 31171035.714019 31112846.534988 31156468.023357 31127373.452888 31120108.298641 31105588.159558 31091081.563879 31069347.022825 31143231.970293"
bothTestSameTim-518-20221223-17:51:15-12552,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038209285102 0.076742562222 0.115257839342 0.153845116462 0.192342393582 0.230857670702 0.269462947822 0.308023224942 0.346619502062 0.385143779182 0.423704056302 0.462237333422 0.500896610542 0.539456887662 0.578008164782 0.616496441902 0.655020719022 0.693571996142 0.732168273262 0.770773550382 0.809369827502 0.847867104622 0.886391381742 0.924924658862 0.963412935982 1","31405978.855574 31141913.942668 31156468.023357 31098333.169977 31171035.714019 31156468.023357 31083833.338897 31120108.298641 31091081.563879 31149189.282958 31120108.298641 31141913.942668 31040414.860194 31120108.298641 31127373.452888 31178324.669057 31149189.282958 31127373.452888 31091081.563879 31083833.338897 31091081.563879 31171035.714019 31149189.282958 31141913.942668 31178324.669057 31158553.72924"
bothTestSameTim-567-20221223-17:51:25-10292,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038182285102 0.076742562222 0.115257839342 0.153845116462 0.192432393582 0.231019670702 0.269588947822 0.308149224942 0.346727502062 0.385341779182 0.423848056302 0.462417333422 0.500887610542 0.539438887662 0.577990164782 0.616532441902 0.655074719022 0.693571996142 0.732159273262 0.770800550382 0.809243827502 0.847732104622 0.886310381742 0.924834658862 0.963385935982 1","31428187.097611 31120108.298641 31156468.023357 31098333.169977 31098333.169977 31098333.169977 31112846.534988 31120108.298641 31105588.159558 31076588.492666 31163750.166248 31112846.534988 31192912.810502 31127373.452888 31127373.452888 31134642.000104 31134642.000104 31171035.714019 31098333.169977 31054874.202874 31214820.637019 31178324.669057 31105588.159558 31149189.282958 31127373.452888 31135576.740117"
bothTestSameTim-576-20221223-17:51:27-9556,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038146285102 0.076733562222 0.115221839342 0.153737116462 0.192315393582 0.230839670702 0.269417947822 0.307942224942 0.346439502062 0.385062779182 0.423524056302 0.462048333422 0.500599610542 0.539186887662 0.577702164782 0.616244441902 0.654741719022 0.693328996142 0.731862273262 0.770413550382 0.809000827502 0.847597104622 0.886193381742 0.924816658862 0.963358935982 1","31457846.990639 31098333.169977 31178324.669057 31156468.023357 31105588.159558 31149189.282958 31105588.159558 31149189.282958 31171035.714019 31069347.022825 31200212.001697 31149189.282958 31127373.452888 31098333.169977 31156468.023357 31134642.000104 31171035.714019 31098333.169977 31141913.942668 31127373.452888 31098333.169977 31091081.563879 31091081.563879 31069347.022825 31134642.000104 31112633.613477"
bothTestSameTim-522-20221223-17:51:15-3616,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038164285102 0.076706562222 0.115248839342 0.153791116462 0.192351393582 0.230974670702 0.269570947822 0.308113224942 0.346673502062 0.385242779182 0.423830056302 0.462273333422 0.500824610542 0.539375887662 0.577972164782 0.616451441902 0.654894719022 0.693526996142 0.732114273262 0.770683550382 0.809198827502 0.847705104622 0.886301381742 0.924843658862 0.963358935982 1","31443010.049653 31134642.000104 31134642.000104 31134642.000104 31120108.298641 31069347.022825 31091081.563879 31134642.000104 31120108.298641 31112846.534988 31098333.169977 31214820.637019 31127373.452888 31127373.452888 31091081.563879 31185617.033754 31214820.637019 31062108.927013 31098333.169977 31112846.534988 31156468.023357 31163750.166248 31091081.563879 31134642.000104 31156468.023357 31112633.613477"
bothTestSameTim-592-20221223-17:51:31-8308,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038254285102 0.076769562222 0.115266839342 0.153755116462 0.192351393582 0.230938670702 0.269498947822 0.307987224942 0.346583502062 0.385071779182 0.423695056302 0.462273333422 0.500806610542 0.539357887662 0.577918164782 0.616370441902 0.654930719022 0.693472996142 0.732024273262 0.770674550382 0.809162827502 0.847696104622 0.886256381742 0.924861658862 0.963385935982 1","31369034.783956 31156468.023357 31171035.714019 31178324.669057 31091081.563879 31098333.169977 31120108.298641 31178324.669057 31091081.563879 31178324.669057 31069347.022825 31105588.159558 31141913.942668 31127373.452888 31120108.298641 31207514.609736 31120108.298641 31134642.000104 31127373.452888 31047642.848052 31178324.669057 31141913.942668 31120108.298641 31083833.338897 31149189.282958 31135576.740117"
bothTestSameTim-564-20221223-17:51:25-11204,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038092285102 0.076643562222 0.115176839342 0.153728116462 0.192207393582 0.230776670702 0.269336947822 0.307888224942 0.346457502062 0.385044779182 0.423524056302 0.462111333422 0.500788610542 0.539339887662 0.577927164782 0.616406441902 0.654993719022 0.693589996142 0.732150273262 0.770665550382 0.809234827502 0.847831104622 0.886328381742 0.924798658862 0.963322935982 1","31502441.945574 31127373.452888 31141913.942668 31127373.452888 31185617.033754 31112846.534988 31120108.298641 31127373.452888 31112846.534988 31098333.169977 31185617.033754 31098333.169977 31025968.975967 31127373.452888 31098333.169977 31185617.033754 31098333.169977 31091081.563879 31120108.298641 31156468.023357 31112846.534988 31091081.563879 31171035.714019 31192912.810502 31149189.282958 31082095.323675"
bothTestSameTim-524-20221223-17:51:15-9820,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038164285102 0.076733562222 0.115221839342 0.153791116462 0.192360393582 0.230866670702 0.269408947822 0.307987224942 0.346538502062 0.385143779182 0.423668056302 0.462210333422 0.500779610542 0.539339887662 0.577828164782 0.616370441902 0.654930719022 0.693508996142 0.732024273262 0.770575550382 0.809063827502 0.847624104622 0.886211381742 0.924771658862 0.963367935982 1","31443010.049653 31112846.534988 31178324.669057 31112846.534988 31112846.534988 31163750.166248 31134642.000104 31105588.159558 31127373.452888 31083833.338897 31149189.282958 31134642.000104 31112846.534988 31120108.298641 31178324.669057 31134642.000104 31120108.298641 31105588.159558 31156468.023357 31127373.452888 31178324.669057 31120108.298641 31098333.169977 31120108.298641 31091081.563879 31120277.564481"
bothTestSameTim-598-20221223-17:51:33-6580,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.038137285102 0.076652562222 0.115185839342 0.153782116462 0.192252393582 0.230767670702 0.269156947822 0.307789224942 0.346313502062 0.384864779182 0.423380056302 0.461949333422 0.500572610542 0.539105887662 0.577657164782 0.616199441902 0.654777719022 0.693328996142 0.731880273262 0.770503550382 0.809054827502 0.847642104622 0.886184381742 0.924735658862 0.963331935982 1","31465270.713176 31156468.023357 31141913.942668 31091081.563879 31192912.810502 31156468.023357 31258728.739511 31062108.927013 31149189.282958 31127373.452888 31156468.023357 31112846.534988 31069347.022825 31141913.942668 31127373.452888 31134642.000104 31105588.159558 31127373.452888 31127373.452888 31069347.022825 31127373.452888 31098333.169977 31134642.000104 31127373.452888 31091081.563879 31089724.274518"
