run,type,module,name,attrname,attrvalue,vectime,vecvalue
bothTestSameTim-4100-20221223-17:02:51-14732,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.034175183586 0.068342215514 0.102446247442 0.136104263406 0.170262295334 0.204330327262 0.23802935919 0.272214391118 0.306277407082 0.33995843901 0.374071470938 0.408265502866 0.441982534794 0.475946550758 0.510086582686 0.543785614614 0.577898646542 0.611889662506 0.645561694434 0.679755726362 0.71394075829 0.747711790218 0.781747806182 0.81589683811 0.849595870038 0.883717901966 0.917848933894 0.951515949858 0.985700981786 1","35113198.352842 35121575.749651 35186455.447069 35652725.379996 35130829.625355 35223637.295401 35609331.525127 35103082.616024 35228824.167192 35628362.05747 35177172.247039 35093843.350406 35590321.311867 35331510.892938 35149352.01381 35609331.525127 35177172.247039 35303446.100903 35637884.953481 35093843.350406 35103082.616024 35533412.261681 35256770.394903 35140088.378789 35609331.525127 35167893.944068 35158620.534282 35643194.552293 35103082.616024 34407956.730784"
bothTestSameTim-4101-20221223-17:02:58-9200,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.035045375154 0.069167407082 0.102789423046 0.136929454974 0.171078486902 0.20484051883 0.238926550758 0.272863566722 0.30654459865 0.340666630578 0.374833662506 0.40843767847 0.442532710398 0.476699742326 0.510461774254 0.544529806182 0.578520822146 0.612219854074 0.646350886002 0.68045491793 0.714189949858 0.748171965822 0.78224899775 0.815921029678 0.850043061606 0.88403407757 0.917796109498 0.951927141426 0.986139173354 1","34241322.705973 35167893.944068 35690899.715379 35149352.01381 35140088.378789 35542884.46143 35205036.553822 35359620.341192 35628362.05747 35167893.944068 35121575.749651 35710017.55521 35195743.548036 35121575.749651 35542884.46143 35223637.295401 35303446.100903 35609331.525127 35158620.534282 35186455.447069 35571331.385165 35312796.07635 35214334.468314 35637884.953481 35167893.944068 35303446.100903 35542884.46143 35158620.534282 35075379.402353 35495718.442015"
bothTestSameTim-4110-20221223-17:02:59-4044,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.034923311298 0.068622343226 0.10264935919 0.136762391118 0.170497423046 0.204628454974 0.238795486902 0.272363502866 0.306494534794 0.340562566722 0.37430659865 0.408500630578 0.442527646542 0.47626267847 0.510411710398 0.544587742326 0.57821875829 0.612358790218 0.646489822146 0.680215854074 0.714256886002 0.748220901966 0.781955933894 0.816041965822 0.85021799775 0.883926029678 0.917971045642 0.95212907757 0.985891109498 1","34361002.877431 35609331.525127 35266095.659683 35177172.247039 35571331.385165 35158620.534282 35121575.749651 35748314.743622 35158620.534282 35223637.295401 35561844.019128 35093843.350406 35266095.659683 35571331.385165 35140088.378789 35112326.747824 35681348.469655 35149352.01381 35158620.534282 35580823.814726 35251575.291199 35331510.892938 35571331.385165 35205036.553822 35112326.747824 35599823.880646 35247450.0605 35130829.625355 35542884.46143 34871629.341106"
bothTestSameTim-4111-20221223-17:02:59-17104,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03400811973 0.068202151658 0.102297183586 0.136014215514 0.169978231478 0.204091263406 0.237844295334 0.271975327262 0.306038343226 0.339782375154 0.373922407082 0.40803543901 0.441752470938 0.475716486902 0.50984751883 0.543582550758 0.577740582686 0.611889614614 0.645565630578 0.679759662506 0.713863694434 0.747562726362 0.781571742326 0.815711774254 0.849509806182 0.88367683811 0.917825870038 0.951393886002 0.98550691793 1","35285690.874036 35093843.350406 35195743.548036 35590321.311867 35331510.892938 35177172.247039 35552361.712565 35158620.534282 35228824.167192 35561844.019128 35149352.01381 35177172.247039 35590321.311867 35331510.892938 35158620.534282 35571331.385165 35130829.625355 35140088.378789 35633668.818865 35093843.350406 35186455.447069 35609331.525127 35284760.996033 35149352.01381 35505025.930396 35121575.749651 35140088.378789 35748314.743622 35177172.247039 34775211.895285"
bothTestSameTim-4112-20221223-17:02:59-4736,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03406211973 0.068139151658 0.102333183586 0.136023215514 0.169951231478 0.204019263406 0.237799295334 0.272029327262 0.306011343226 0.339800375154 0.373886407082 0.40805343901 0.441743470938 0.475725486902 0.50980251883 0.543609550758 0.577767582686 0.611961614614 0.645592630578 0.679759662506 0.713854694434 0.747580726362 0.781607742326 0.815738774254 0.849509806182 0.88363183811 0.917789870038 0.951456886002 0.98559691793 1","35229751.099228 35214334.468314 35093843.350406 35618844.249378 35369000.099307 35223637.295401 35523945.10928 35056934.872982 35312796.07635 35514483.000195 35205036.553822 35121575.749651 35618844.249378 35312796.07635 35214334.468314 35495573.895859 35130829.625355 35093843.350406 35681348.469655 35121575.749651 35195743.548036 35580823.814726 35266095.659683 35158620.534282 35533412.261681 35167893.944068 35130829.625355 35643194.552293 35149352.01381 34992510.460645"
bothTestSameTim-4113-20221223-17:03:02-16960,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.034220183586 0.068423215514 0.102653247442 0.136239263406 0.170334295334 0.204420327262 0.23811035919 0.272223391118 0.306214407082 0.34000343901 0.374161470938 0.408229502866 0.441946534794 0.475946550758 0.510041582686 0.543776614614 0.577934646542 0.611844662506 0.645642694434 0.679782726362 0.71394075829 0.747738790218 0.781720806182 0.81591483811 0.849622870038 0.883672901966 0.917785933894 0.951434949858 0.985583981786 1","35067024.026456 35084608.947128 35056934.872982 35729155.886969 35195743.548036 35205036.553822 35618844.249378 35177172.247039 35303446.100903 35514483.000195 35130829.625355 35223637.295401 35590321.311867 35294101.07544 35195743.548036 35571331.385165 35130829.625355 35387774.552332 35505025.930396 35149352.01381 35130829.625355 35505025.930396 35312796.07635 35093843.350406 35599823.880646 35242257.702943 35177172.247039 35662261.306061 35140088.378789 34961110.101161"
bothTestSameTim-4114-20221223-17:03:06-7916,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03399911973 0.068157151658 0.102360183586 0.136086215514 0.170212231478 0.204280263406 0.237988295334 0.272110327262 0.306128343226 0.339908375154 0.374093407082 0.40824243901 0.441977470938 0.475941486902 0.51010851883 0.543843550758 0.577947582686 0.612060614614 0.645745630578 0.679930662506 0.714070694434 0.747805726362 0.781841742326 0.815963774254 0.849698806182 0.88377583811 0.917915870038 0.951564886002 0.98569591793 1","35295031.445804 35130829.625355 35084608.947128 35580823.814726 35163788.274198 35223637.295401 35599823.880646 35167893.944068 35275425.858754 35523945.10928 35103082.616024 35140088.378789 35571331.385165 35331510.892938 35121575.749651 35571331.385165 35186455.447069 35177172.247039 35624148.17563 35103082.616024 35149352.01381 35571331.385165 35256770.394903 35167893.944068 35571331.385165 35214334.468314 35149352.01381 35662261.306061 35158620.534282 35234697.167813"
bothTestSameTim-4115-20221223-17:03:06-16072,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.03405311973 0.068130151658 0.102297183586 0.136050215514 0.170032231478 0.204136263406 0.237871295334 0.272011327262 0.305984343226 0.339836375154 0.373994407082 0.40812543901 0.441896470938 0.475878486902 0.51002751883 0.543735550758 0.577875582686 0.611943614614 0.645520630578 0.679696662506 0.713791694434 0.747481726362 0.781490742326 0.815576774254 0.849329806182 0.88349683811 0.917672870038 0.951249886002 0.98533591793 1","35239062.074622 35214334.468314 35121575.749651 35552361.712565 35312796.07635 35186455.447069 35571331.385165 35149352.01381 35322151.005716 35448389.111539 35130829.625355 35158620.534282 35533412.261681 35312796.07635 35140088.378789 35599823.880646 35149352.01381 35223637.295401 35738732.747621 35112326.747824 35195743.548036 35618844.249378 35284760.996033 35205036.553822 35552361.712565 35121575.749651 35112326.747824 35738732.747621 35205036.553822 35188019.102514"
bothTestSameTim-4116-20221223-17:03:06-14772,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.034792247442 0.06850027937 0.102685311298 0.136640327262 0.17039335919 0.204515391118 0.238646423046 0.272354454974 0.306453470938 0.340521502866 0.374310534794 0.408477566722 0.442495582686 0.476266614614 0.510397646542 0.54451067847 0.578218710398 0.612146726362 0.64626875829 0.679985790218 0.714008822146 0.748166854074 0.781743870038 0.815865901966 0.849906933894 0.883650965822 0.917704981786 0.951818013714 0.985589045642 1","34490442.217061 35599823.880646 35103082.616024 35340875.74196 35552361.712565 35167893.944068 35158620.534282 35599823.880646 35191631.373377 35223637.295401 35514483.000195 35121575.749651 35275425.858754 35533412.261681 35158620.534282 35177172.247039 35599823.880646 35369000.099307 35167893.944068 35590321.311867 35270225.256216 35130829.625355 35738732.747621 35167893.944068 35251575.291199 35561844.019128 35238134.652564 35177172.247039 35533412.261681 34973395.063195"
bothTestSameTim-4117-20221223-17:03:07-3832,vector,Throughput.destinationHost.app[0],throughput:vector,,,"0.034202183586 0.068324215514 0.102500247442 0.136050263406 0.170118295334 0.204276327262 0.23795735919 0.272070391118 0.306079407082 0.33976043901 0.373891470938 0.408031502866 0.441775534794 0.475757550758 0.509879582686 0.543623614614 0.577727646542 0.611754662506 0.645435694434 0.679584726362 0.71376075829 0.747504790218 0.781450806182 0.81557283811 0.849325870038 0.883465901966 0.917650933894 0.951326949858 0.985448981786 1","35085479.176575 35167893.944068 35112326.747824 35767494.158203 35223637.295401 35130829.625355 35628362.05747 35177172.247039 35284760.996033 35628362.05747 35158620.534282 35149352.01381 35561844.019128 35312796.07635 35167893.944068 35561844.019128 35186455.447069 35266095.659683 35628362.05747 35140088.378789 35112326.747824 35561844.019128 35350245.556728 35167893.944068 35552361.712565 35149352.01381 35103082.616024 35633668.818865 35167893.944068 34636751.365969"
